Datum und Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3,Datum,Wochentag,PH Coesfelder Kreuz_Diff,PH Theater_Diff,PP Hörsterplatz_Diff,PH Alter Steinweg_Diff,Busparkplatz_Diff,PP Schlossplatz Nord_Diff,PP Schlossplatz Süd_Diff,PH Aegidii_Diff,PP Georgskommende_Diff,PH Münster Arkaden_Diff,PH Karstadt_Diff,PH Stubengasse_Diff,PH Bremer Platz_Diff,PH Engelenschanze_Diff,PH Bahnhofstraße_Diff,PH Cineplex_Diff,PH Stadthaus 3_Diff,Datum_Diff
2024-04-27 08:00:00,0,649,173,347,57,144,242,404,194,150,0,201,174,320,185,578,284,2024-04-27,Saturday,0.0,-5.0,-4.0,-5.0,0.0,0.0,0.0,-237.0,-10.0,150.0,0.0,0.0,0.0,-5.0,-3.0,-1.0,0.0,0 days
2024-04-27 08:15:00,0,646,167,341,56,144,242,404,190,150,0,201,175,319,186,578,284,2024-04-27,Saturday,0.0,-3.0,-6.0,-6.0,-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0 days
2024-04-27 08:30:00,0,646,164,338,56,144,242,403,182,137,0,199,174,313,186,578,284,2024-04-27,Saturday,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,-1.0,-8.0,-13.0,0.0,-2.0,-1.0,-6.0,0.0,0.0,0.0,0 days
2024-04-27 08:45:00,0,644,158,332,54,144,242,404,181,125,0,193,173,310,181,578,284,2024-04-27,Saturday,0.0,-2.0,-6.0,-6.0,-2.0,0.0,0.0,1.0,-1.0,-12.0,0.0,-6.0,-1.0,-3.0,-5.0,0.0,0.0,0 days
2024-04-27 09:00:00,0,636,151,322,54,144,242,405,171,112,0,183,170,306,176,576,286,2024-04-27,Saturday,0.0,-8.0,-7.0,-10.0,0.0,0.0,0.0,1.0,-10.0,-13.0,0.0,-10.0,-3.0,-4.0,-5.0,-2.0,2.0,0 days
2024-04-27 09:15:00,0,625,145,306,53,144,242,397,174,92,0,168,168,298,175,574,286,2024-04-27,Saturday,0.0,-11.0,-6.0,-16.0,-1.0,0.0,0.0,-8.0,3.0,-20.0,0.0,-15.0,-2.0,-8.0,-1.0,-2.0,0.0,0 days
2024-04-27 09:30:00,0,590,141,288,49,144,242,384,164,66,0,152,158,293,174,571,286,2024-04-27,Saturday,0.0,-35.0,-4.0,-18.0,-4.0,0.0,0.0,-13.0,-10.0,-26.0,0.0,-16.0,-10.0,-5.0,-1.0,-3.0,0.0,0 days
2024-04-27 09:45:00,0,574,129,243,45,144,242,372,148,34,0,137,160,278,170,569,285,2024-04-27,Saturday,0.0,-16.0,-12.0,-45.0,-4.0,0.0,0.0,-12.0,-16.0,-32.0,0.0,-15.0,2.0,-15.0,-4.0,-2.0,-1.0,0 days
2024-04-27 10:00:00,0,537,97,191,39,144,242,352,121,1,0,99,158,264,156,566,284,2024-04-27,Saturday,0.0,-37.0,-32.0,-52.0,-6.0,0.0,0.0,-20.0,-27.0,-33.0,0.0,-38.0,-2.0,-14.0,-14.0,-3.0,-1.0,0 days
2024-04-27 10:15:00,0,505,65,140,31,144,242,328,105,0,0,65,151,252,148,562,281,2024-04-27,Saturday,0.0,-32.0,-32.0,-51.0,-8.0,0.0,0.0,-24.0,-16.0,-1.0,0.0,-34.0,-7.0,-12.0,-8.0,-4.0,-3.0,0 days
2024-04-27 10:30:00,0,478,57,104,27,144,242,323,90,0,0,35,149,232,140,555,279,2024-04-27,Saturday,0.0,-27.0,-8.0,-36.0,-4.0,0.0,0.0,-5.0,-15.0,0.0,0.0,-30.0,-2.0,-20.0,-8.0,-7.0,-2.0,0 days
2024-04-27 10:45:00,0,439,36,72,27,144,242,315,86,0,0,0,150,218,136,553,278,2024-04-27,Saturday,0.0,-39.0,-21.0,-32.0,0.0,0.0,0.0,-8.0,-4.0,0.0,0.0,-35.0,1.0,-14.0,-4.0,-2.0,-1.0,0 days
2024-04-27 11:00:00,0,406,0,46,25,144,242,320,59,0,0,0,143,192,125,548,277,2024-04-27,Saturday,0.0,-33.0,-36.0,-26.0,-2.0,0.0,0.0,5.0,-27.0,0.0,0.0,0.0,-7.0,-26.0,-11.0,-5.0,-1.0,0 days
2024-04-27 11:15:00,0,372,0,24,20,144,242,39,50,0,0,0,143,180,119,545,275,2024-04-27,Saturday,0.0,-34.0,0.0,-22.0,-5.0,0.0,0.0,-281.0,-9.0,0.0,0.0,0.0,0.0,-12.0,-6.0,-3.0,-2.0,0 days
2024-04-27 11:30:00,0,324,0,0,17,144,242,37,33,0,0,0,145,152,115,544,275,2024-04-27,Saturday,0.0,-48.0,0.0,-24.0,-3.0,0.0,0.0,-2.0,-17.0,0.0,0.0,0.0,2.0,-28.0,-4.0,-1.0,0.0,0 days
2024-04-27 11:45:00,0,252,0,0,15,0,50,4,15,0,0,0,133,123,109,538,276,2024-04-27,Saturday,0.0,-72.0,0.0,0.0,-2.0,-144.0,-192.0,-33.0,-18.0,0.0,0.0,0.0,-12.0,-29.0,-6.0,-6.0,1.0,0 days
2024-04-27 12:00:00,0,218,0,0,9,0,0,22,6,0,0,0,127,84,99,537,276,2024-04-27,Saturday,0.0,-34.0,0.0,0.0,-6.0,0.0,-50.0,18.0,-9.0,0.0,0.0,0.0,-6.0,-39.0,-10.0,-1.0,0.0,0 days
2024-04-27 12:15:00,0,184,0,0,0,0,0,10,3,0,0,0,122,35,90,533,275,2024-04-27,Saturday,0.0,-34.0,0.0,0.0,-9.0,0.0,0.0,-12.0,-3.0,0.0,0.0,0.0,-5.0,-49.0,-9.0,-4.0,-1.0,0 days
2024-04-27 12:30:00,0,120,0,0,0,0,0,17,1,0,0,0,121,2,75,534,272,2024-04-27,Saturday,0.0,-64.0,0.0,0.0,0.0,0.0,0.0,7.0,-2.0,0.0,0.0,0.0,-1.0,-33.0,-15.0,1.0,-3.0,0 days
2024-04-27 12:45:00,0,87,0,0,0,0,0,10,0,0,0,0,117,2,60,531,271,2024-04-27,Saturday,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,-7.0,-1.0,0.0,0.0,0.0,-4.0,0.0,-15.0,-3.0,-1.0,0 days
2024-04-27 13:00:00,0,56,0,0,2,0,0,19,0,0,0,0,115,2,48,531,270,2024-04-27,Saturday,0.0,-31.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-2.0,0.0,-12.0,0.0,-1.0,0 days
2024-04-27 13:15:00,0,47,1,0,1,0,0,43,3,0,0,1,112,3,31,533,267,2024-04-27,Saturday,0.0,-9.0,1.0,0.0,-1.0,0.0,0.0,24.0,3.0,0.0,0.0,1.0,-3.0,1.0,-17.0,2.0,-3.0,0 days
2024-04-27 13:30:00,0,50,0,2,0,0,0,71,5,0,0,0,110,25,27,530,267,2024-04-27,Saturday,0.0,3.0,-1.0,2.0,-1.0,0.0,0.0,28.0,2.0,0.0,0.0,-1.0,-2.0,22.0,-4.0,-3.0,0.0,0 days
2024-04-27 13:45:00,0,70,0,3,1,0,10,11,2,0,0,0,101,22,23,527,267,2024-04-27,Saturday,0.0,20.0,0.0,1.0,1.0,0.0,10.0,-60.0,-3.0,0.0,0.0,0.0,-9.0,-3.0,-4.0,-3.0,0.0,0 days
2024-04-27 14:00:00,0,67,0,2,3,0,0,33,13,0,0,2,99,20,22,519,268,2024-04-27,Saturday,0.0,-3.0,0.0,-1.0,2.0,0.0,-10.0,22.0,11.0,0.0,0.0,2.0,-2.0,-2.0,-1.0,-8.0,1.0,0 days
2024-04-27 14:15:00,0,87,0,1,5,0,10,4,21,0,0,1,95,8,17,515,268,2024-04-27,Saturday,0.0,20.0,0.0,-1.0,2.0,0.0,10.0,-29.0,8.0,0.0,0.0,-1.0,-4.0,-12.0,-5.0,-4.0,0.0,0 days
2024-04-27 14:30:00,0,121,4,6,9,0,10,41,34,0,0,0,97,11,21,516,266,2024-04-27,Saturday,0.0,34.0,4.0,5.0,4.0,0.0,0.0,37.0,13.0,0.0,0.0,-1.0,2.0,3.0,4.0,1.0,-2.0,0 days
2024-04-27 14:45:00,0,154,5,0,4,0,10,66,51,0,0,0,105,5,16,511,266,2024-04-27,Saturday,0.0,33.0,1.0,-6.0,-5.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,8.0,-6.0,-5.0,-5.0,0.0,0 days
2024-04-27 15:00:00,0,172,9,8,6,0,10,102,67,0,0,1,105,12,20,506,264,2024-04-27,Saturday,0.0,18.0,4.0,8.0,2.0,0.0,0.0,36.0,16.0,0.0,0.0,1.0,0.0,7.0,4.0,-5.0,-2.0,0 days
2024-04-27 15:15:00,0,197,0,19,8,0,10,141,83,0,0,8,111,21,20,508,263,2024-04-27,Saturday,0.0,25.0,-9.0,11.0,2.0,0.0,0.0,39.0,16.0,0.0,0.0,7.0,6.0,9.0,0.0,2.0,-1.0,0 days
2024-04-27 15:30:00,0,221,3,29,6,0,10,100,96,0,0,0,116,31,30,506,265,2024-04-27,Saturday,0.0,24.0,3.0,10.0,-2.0,0.0,0.0,-41.0,13.0,0.0,0.0,-8.0,5.0,10.0,10.0,-2.0,2.0,0 days
2024-04-27 15:45:00,0,238,2,18,8,0,10,118,93,0,0,0,122,35,31,507,262,2024-04-27,Saturday,0.0,17.0,-1.0,-11.0,2.0,0.0,0.0,18.0,-3.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,-3.0,0 days
2024-04-27 16:00:00,0,260,0,13,7,0,10,147,102,0,0,0,124,57,34,505,260,2024-04-27,Saturday,0.0,22.0,-2.0,-5.0,-1.0,0.0,0.0,29.0,9.0,0.0,0.0,0.0,2.0,22.0,3.0,-2.0,-2.0,0 days
2024-04-27 16:15:00,0,274,3,11,7,0,10,178,111,0,0,1,117,52,32,511,263,2024-04-27,Saturday,0.0,14.0,3.0,-2.0,0.0,0.0,0.0,31.0,9.0,0.0,0.0,1.0,-7.0,-5.0,-2.0,6.0,3.0,0 days
2024-04-27 16:30:00,0,288,12,7,7,0,10,196,108,0,0,1,118,75,37,506,262,2024-04-27,Saturday,0.0,14.0,9.0,-4.0,0.0,0.0,0.0,18.0,-3.0,0.0,0.0,0.0,1.0,23.0,5.0,-5.0,-1.0,0 days
2024-04-27 16:45:00,0,308,7,9,4,0,10,161,110,0,0,0,116,76,42,495,261,2024-04-27,Saturday,0.0,20.0,-5.0,2.0,-3.0,0.0,0.0,-35.0,2.0,0.0,0.0,-1.0,-2.0,1.0,5.0,-11.0,-1.0,0 days
2024-04-27 17:00:00,0,332,12,14,4,0,10,207,120,0,0,5,122,94,49,480,257,2024-04-27,Saturday,0.0,24.0,5.0,5.0,0.0,0.0,0.0,46.0,10.0,0.0,0.0,5.0,6.0,18.0,7.0,-15.0,-4.0,0 days
2024-04-27 17:15:00,0,362,17,39,3,0,10,251,121,0,0,16,126,110,58,470,256,2024-04-27,Saturday,0.0,30.0,5.0,25.0,-1.0,0.0,0.0,44.0,1.0,0.0,0.0,11.0,4.0,16.0,9.0,-10.0,-1.0,0 days
2024-04-27 17:30:00,0,374,30,42,8,144,10,288,133,0,0,29,120,132,59,461,251,2024-04-27,Saturday,0.0,12.0,13.0,3.0,5.0,144.0,0.0,37.0,12.0,0.0,0.0,13.0,-6.0,22.0,1.0,-9.0,-5.0,0 days
2024-04-27 17:45:00,0,386,43,53,11,144,10,295,138,0,0,29,117,134,57,443,249,2024-04-27,Saturday,0.0,12.0,13.0,11.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,-3.0,2.0,-2.0,-18.0,-2.0,0 days
2024-04-27 18:00:00,0,417,45,69,16,144,10,337,149,0,0,36,122,144,58,431,242,2024-04-27,Saturday,0.0,31.0,2.0,16.0,5.0,0.0,0.0,42.0,11.0,0.0,0.0,7.0,5.0,10.0,1.0,-12.0,-7.0,0 days
2024-04-27 18:15:00,0,441,56,77,18,144,10,357,152,0,0,49,115,150,57,419,231,2024-04-27,Saturday,0.0,24.0,11.0,8.0,2.0,0.0,0.0,20.0,3.0,0.0,0.0,13.0,-7.0,6.0,-1.0,-12.0,-11.0,0 days
2024-04-27 18:30:00,0,459,62,99,20,144,10,401,165,1,0,65,114,167,63,404,229,2024-04-27,Saturday,0.0,18.0,6.0,22.0,2.0,0.0,0.0,44.0,13.0,1.0,0.0,16.0,-1.0,17.0,6.0,-15.0,-2.0,0 days
2024-04-27 18:45:00,0,468,59,116,20,144,10,428,175,6,0,76,111,182,65,379,225,2024-04-27,Saturday,0.0,9.0,-3.0,17.0,0.0,0.0,0.0,27.0,10.0,5.0,0.0,11.0,-3.0,15.0,2.0,-25.0,-4.0,0 days
2024-04-27 19:00:00,0,450,50,116,23,144,10,468,185,20,0,77,110,192,67,338,216,2024-04-27,Saturday,0.0,-18.0,-9.0,0.0,3.0,0.0,0.0,40.0,10.0,14.0,0.0,1.0,-1.0,10.0,2.0,-41.0,-9.0,0 days
2024-04-27 19:15:00,0,429,47,124,27,144,10,496,193,32,0,82,110,202,67,295,202,2024-04-27,Saturday,0.0,-21.0,-3.0,8.0,4.0,0.0,0.0,28.0,8.0,12.0,0.0,5.0,0.0,10.0,0.0,-43.0,-14.0,0 days
2024-04-27 19:30:00,0,421,52,136,29,144,10,524,205,51,0,101,109,227,70,252,187,2024-04-27,Saturday,0.0,-8.0,5.0,12.0,2.0,0.0,0.0,28.0,12.0,19.0,0.0,19.0,-1.0,25.0,3.0,-43.0,-15.0,0 days
2024-04-27 19:45:00,0,430,56,153,27,144,10,543,209,64,0,118,115,228,78,203,168,2024-04-27,Saturday,0.0,9.0,4.0,17.0,-2.0,0.0,0.0,19.0,4.0,13.0,0.0,17.0,6.0,1.0,8.0,-49.0,-19.0,0 days
2024-04-27 20:00:00,0,439,57,175,29,0,10,568,217,82,0,126,125,235,79,169,162,2024-04-27,Saturday,0.0,9.0,1.0,22.0,2.0,-144.0,0.0,25.0,8.0,18.0,0.0,8.0,10.0,7.0,1.0,-34.0,-6.0,0 days
2024-04-27 20:15:00,0,449,57,198,31,0,10,589,220,103,0,143,129,246,82,148,161,2024-04-27,Saturday,0.0,10.0,0.0,23.0,2.0,0.0,0.0,21.0,3.0,21.0,0.0,17.0,4.0,11.0,3.0,-21.0,-1.0,0 days
2024-04-27 20:30:00,0,452,59,205,34,0,10,616,227,120,0,153,129,262,88,135,159,2024-04-27,Saturday,0.0,3.0,2.0,7.0,3.0,0.0,0.0,27.0,7.0,17.0,0.0,10.0,0.0,16.0,6.0,-13.0,-2.0,0 days
2024-04-27 20:45:00,0,460,63,221,36,0,10,629,227,128,0,157,139,274,93,129,159,2024-04-27,Saturday,0.0,8.0,4.0,16.0,2.0,0.0,0.0,13.0,0.0,8.0,0.0,4.0,10.0,12.0,5.0,-6.0,0.0,0 days
2024-04-27 21:00:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,9.0,1.0,13.0,-36.0,0.0,-10.0,16.0,0.0,7.0,0.0,2.0,-3.0,6.0,12.0,-4.0,1.0,0 days
2024-04-27 21:15:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 21:30:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 21:45:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 22:00:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 22:15:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 22:30:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 22:45:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 23:00:00,0,469,64,234,0,0,0,645,227,135,0,159,136,280,105,125,160,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 23:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-27,Saturday,0.0,158.0,-64.0,75.0,0.0,0.0,0.0,60.0,-227.0,-135.0,0.0,26.0,34.0,43.0,56.0,117.0,30.0,0 days
2024-04-27 23:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-27 23:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-27,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 00:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 days
2024-04-28 00:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 00:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 00:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 01:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 01:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 01:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 01:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 02:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 02:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 02:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 02:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 03:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 03:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 03:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 03:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 04:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 04:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 04:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 04:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 05:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 05:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 05:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 05:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 06:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 06:15:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 06:30:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 06:45:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 07:00:00,0,627,0,309,0,0,0,705,0,0,0,185,170,323,161,242,190,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days
2024-04-28 07:15:00,0,0,0,354,0,0,0,0,0,0,0,0,181,346,179,580,281,2024-04-28,Sunday,0.0,-627.0,0.0,45.0,0.0,0.0,0.0,-705.0,0.0,0.0,0.0,-185.0,11.0,23.0,18.0,338.0,91.0,0 days
2024-04-28 07:30:00,0,0,0,354,0,0,0,0,0,0,0,0,181,348,178,580,281,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0 days
2024-04-28 07:45:00,0,0,0,354,0,0,0,0,0,0,0,0,181,347,177,579,281,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0 days
2024-04-28 08:00:00,0,0,0,354,0,0,0,0,0,0,0,201,181,347,177,579,282,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,1.0,0 days
2024-04-28 08:15:00,0,0,0,354,0,0,0,0,0,0,0,201,180,347,178,579,285,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,3.0,0 days
2024-04-28 08:30:00,0,0,0,354,0,0,0,0,0,0,0,201,179,346,178,579,286,2024-04-28,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0 days
2024-04-28 08:45:00,0,660,0,354,0,0,0,665,0,0,0,199,178,345,178,580,286,2024-04-28,Sunday,0.0,660.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,1.0,0.0,0 days
