Monat,Wochentag,Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2,Dienstag,10:45,ges,444,31,122,34,158,260,441,165,11,135,106,116,218,128,455,174
2,Dienstag,11:00,ges,434,18,109,32,158,260,418,158,8,132,89,116,207,125,452,175
2,Dienstag,11:15,ges,426,17,102,31,158,260,408,157,4,129,83,116,203,124,451,175
2,Dienstag,11:30,ges,423,15,86,32,158,210,400,154,4,127,53,114,201,125,445,172
2,Dienstag,11:45,ges,417,14,80,32,158,145,390,153,3,128,69,111,200,126,442,168
2,Dienstag,12:00,ges,412,14,77,32,158,145,376,153,0,129,67,111,200,130,436,167
2,Dienstag,12:15,ges,414,14,76,32,158,145,376,156,0,129,64,111,200,131,428,166
2,Dienstag,12:30,ges,416,18,76,32,158,145,378,160,2,127,68,114,202,135,419,166
2,Dienstag,12:45,ges,415,24,76,31,158,145,378,162,4,127,75,114,202,138,412,166
2,Dienstag,13:00,ges,420,25,78,31,158,120,386,160,4,129,78,117,210,142,406,168
2,Dienstag,13:15,ges,422,35,89,31,158,120,396,164,5,131,90,121,221,144,396,164
2,Dienstag,13:30,ges,428,34,97,32,158,120,404,165,5,132,92,122,222,146,383,161
2,Dienstag,13:45,ges,434,32,104,32,158,145,408,168,6,134,100,118,224,147,377,161
2,Dienstag,14:00,ges,439,30,105,31,158,145,412,168,5,135,104,116,224,148,368,160
2,Dienstag,14:15,ges,442,30,106,32,158,145,415,166,2,136,100,120,225,149,362,160
2,Dienstag,14:30,ges,453,32,108,30,158,145,424,164,3,136,100,125,230,150,353,160
2,Dienstag,14:45,ges,453,28,107,31,158,145,436,164,3,134,96,129,228,152,350,156
2,Dienstag,15:00,ges,458,17,108,32,158,145,438,164,2,132,98,126,227,149,349,154
2,Dienstag,15:15,ges,460,15,104,32,158,145,446,168,4,130,97,128,234,150,347,154
2,Dienstag,15:30,ges,463,12,94,34,158,145,447,168,5,128,100,127,234,153,344,161
2,Dienstag,15:45,ges,463,15,96,34,158,145,449,167,5,126,98,131,230,158,345,166
2,Dienstag,16:00,ges,468,15,97,34,158,145,446,166,7,125,104,126,231,161,346,174
2,Dienstag,16:15,ges,479,10,100,34,158,145,453,169,11,122,110,130,237,165,346,186
2,Dienstag,16:30,ges,494,18,109,35,158,145,464,172,14,120,113,132,248,169,348,193
2,Dienstag,16:45,ges,506,23,120,35,158,145,475,174,14,118,112,136,247,174,352,203
2,Dienstag,17:00,ges,510,21,126,34,158,145,488,176,20,118,112,135,255,173,354,209
2,Dienstag,17:15,ges,523,24,133,34,158,145,504,179,26,118,116,138,263,175,356,214
2,Dienstag,17:30,ges,545,42,146,34,130,145,520,183,32,118,125,136,278,175,364,216
2,Dienstag,17:45,ges,550,50,158,34,158,145,536,188,36,118,128,136,279,176,366,220
2,Dienstag,18:00,ges,554,64,166,33,120,145,550,191,36,118,124,135,280,174,370,222
2,Dienstag,18:15,ges,560,73,178,32,130,145,564,193,44,118,126,134,281,172,373,224
2,Dienstag,18:30,ges,572,83,189,32,120,145,578,196,58,118,133,135,286,174,378,226
2,Dienstag,18:45,ges,571,85,191,32,120,145,589,197,68,118,137,136,293,174,386,228
2,Dienstag,19:00,ges,571,84,196,30,120,145,595,198,79,118,143,136,295,173,383,228
2,Dienstag,19:15,ges,562,88,206,28,158,145,604,204,82,118,153,139,305,175,374,226
2,Dienstag,19:30,ges,567,91,218,29,120,145,612,207,95,118,161,137,312,176,356,220
2,Dienstag,19:45,ges,573,95,228,28,158,145,618,212,108,118,171,142,314,178,346,218
2,Dienstag,20:00,ges,578,101,242,29,120,145,629,214,120,118,177,146,319,180,342,220
2,Dienstag,20:15,ges,584,108,257,30,158,145,642,214,130,118,184,150,321,182,341,221
2,Dienstag,20:30,ges,591,114,268,31,28,145,648,217,135,118,190,153,323,187,348,224
2,Dienstag,20:45,ges,596,120,277,32,158,108,651,160,139,ges,195,156,328,188,352,226
2,Dienstag,21:00,ges,601,126,285,33,120,58,658,108,141,ges,200,159,330,191,360,229
2,Dienstag,21:15,ges,601,126,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,21:30,ges,601,126,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,21:45,ges,601,126,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,22:00,ges,601,126,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,22:15,ges,601,ges,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,22:30,ges,601,ges,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,22:45,ges,601,ges,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,23:00,ges,601,ges,285,ges,ges,ges,658,ges,141,ges,200,159,330,191,360,229
2,Dienstag,23:15,ges,653,ges,356,ges,ges,ges,692,ges,ges,ges,224,184,325,202,547,258
2,Dienstag,23:30,ges,653,ges,356,ges,ges,ges,692,ges,ges,ges,224,184,325,202,547,258
2,Dienstag,23:45,ges,653,ges,356,ges,ges,ges,692,ges,ges,ges,224,184,325,202,547,258
2,Mittwoch,00:00,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,00:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,00:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,00:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,01:00,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,01:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,01:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,01:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,02:00,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,02:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,02:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,02:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,03:00,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,03:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,03:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,03:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,04:00,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,04:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,04:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,04:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,05:00,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,05:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,05:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,05:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,547,258
2,Mittwoch,06:00,ges,ges,ges,354,ges,ges,ges,ges,ges,ges,ges,ges,187,ges,200,548,257
2,Mittwoch,06:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,202,547,258
2,Mittwoch,06:30,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,202,547,258
2,Mittwoch,06:45,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,202,547,258
2,Mittwoch,07:00,ges,653,176,356,13,130,208,692,223,ges,ges,224,184,325,202,547,258
2,Mittwoch,07:15,ges,638,176,334,27,130,208,676,223,ges,ges,216,160,316,188,540,218
2,Mittwoch,07:30,ges,628,173,330,27,130,318,670,220,ges,118,216,158,316,186,534,213
2,Mittwoch,07:45,ges,612,167,318,27,38,318,620,216,ges,118,211,154,312,183,526,208
2,Mittwoch,08:00,ges,599,158,307,27,130,318,600,212,150,118,206,155,304,180,518,205
2,Mittwoch,08:15,ges,586,148,292,27,158,318,580,208,150,118,205,148,298,179,506,200
2,Mittwoch,08:30,ges,572,142,280,27,158,318,561,205,144,118,199,142,292,174,493,191
2,Mittwoch,08:45,ges,558,131,264,26,130,318,536,197,138,118,192,136,282,170,482,185
2,Mittwoch,09:00,ges,544,112,244,25,66,318,507,186,121,118,183,131,273,166,470,181
2,Mittwoch,09:15,ges,528,97,224,26,120,318,490,177,103,118,167,125,267,164,464,178
2,Mittwoch,09:30,ges,513,81,198,25,158,282,468,168,79,118,150,124,260,161,461,175
2,Mittwoch,09:45,ges,494,66,174,24,158,282,442,157,54,122,133,116,248,158,456,174
2,Mittwoch,10:00,ges,465,43,138,23,66,208,409,144,24,122,112,114,236,153,447,172
2,Mittwoch,10:15,ges,440,18,115,23,66,208,382,136,4,122,94,109,225,146,444,170
2,Mittwoch,10:30,ges,426,12,90,22,158,208,314,124,0,122,76,107,219,140,438,170
2,Mittwoch,10:45,ges,411,0,72,20,66,125,295,118,0,122,60,106,211,136,433,169
2,Mittwoch,11:00,ges,383,2,48,20,158,98,275,111,0,122,50,101,202,134,431,168
2,Mittwoch,11:15,ges,366,0,32,19,158,95,256,109,0,122,42,100,198,130,428,168
2,Mittwoch,11:30,ges,358,0,22,18,158,95,242,106,2,122,40,98,191,130,425,168
2,Mittwoch,11:45,ges,343,0,15,18,158,95,240,100,2,122,41,97,188,132,423,165
2,Mittwoch,12:00,ges,336,0,14,17,158,92,238,95,0,122,42,98,190,132,418,164
2,Mittwoch,12:15,ges,326,2,16,18,66,88,241,99,0,122,46,99,192,135,413,166
2,Mittwoch,12:30,ges,323,2,25,18,120,80,244,102,0,122,56,100,197,141,407,164
2,Mittwoch,12:45,ges,328,4,31,19,158,80,254,106,0,122,65,105,199,146,398,164
2,Mittwoch,13:00,ges,333,3,33,18,130,80,274,110,0,122,71,108,203,150,386,159
2,Mittwoch,13:15,ges,343,12,46,19,66,80,290,115,1,122,76,110,200,155,378,155
2,Mittwoch,13:30,ges,352,24,54,20,158,88,306,119,2,122,80,112,206,160,363,152
2,Mittwoch,13:45,ges,360,27,62,18,158,88,313,124,5,122,84,114,206,159,352,153
2,Mittwoch,14:00,ges,373,22,71,27,158,88,330,126,5,122,91,114,209,161,353,156
2,Mittwoch,14:15,ges,398,30,81,28,158,88,343,135,6,122,96,114,212,166,355,158
2,Mittwoch,14:30,ges,411,33,96,27,158,88,364,142,9,122,105,118,219,168,352,157
2,Mittwoch,14:45,ges,424,31,108,27,158,88,374,146,6,122,108,118,218,170,352,157
2,Mittwoch,15:00,ges,439,31,117,30,158,88,383,154,4,122,112,117,221,169,349,158
2,Mittwoch,15:15,ges,454,37,131,30,158,88,399,162,10,122,116,121,224,172,349,163
2,Mittwoch,15:30,ges,462,41,138,30,158,88,409,164,12,122,118,128,233,179,348,165
2,Mittwoch,15:45,ges,470,40,146,30,158,88,417,165,14,122,117,129,236,177,349,172
2,Mittwoch,16:00,ges,471,37,152,29,158,88,428,164,20,122,120,128,235,178,350,182
2,Mittwoch,16:15,ges,477,34,158,30,158,130,438,172,20,122,122,134,239,177,352,190
2,Mittwoch,16:30,ges,485,36,161,29,158,130,446,180,20,122,120,133,250,176,352,199
2,Mittwoch,16:45,ges,496,34,165,30,158,130,458,186,18,122,124,128,252,172,350,206
2,Mittwoch,17:00,ges,507,39,159,30,66,158,470,189,16,122,127,130,249,172,348,209
2,Mittwoch,17:15,ges,522,40,158,31,66,158,492,198,22,122,126,130,254,172,346,214
2,Mittwoch,17:30,ges,534,46,166,32,158,158,511,202,34,122,128,132,260,172,344,218
2,Mittwoch,17:45,ges,542,48,163,33,28,158,532,209,38,122,128,130,262,166,335,222
2,Mittwoch,18:00,ges,540,55,164,34,38,158,543,211,40,122,128,128,258,157,330,221
2,Mittwoch,18:15,ges,545,58,170,34,158,158,552,210,46,122,132,122,258,157,327,221
2,Mittwoch,18:30,ges,548,62,171,32,120,158,567,210,56,122,140,124,259,158,324,218
2,Mittwoch,18:45,ges,544,64,170,29,130,158,576,213,60,122,139,124,264,154,311,217
2,Mittwoch,19:00,ges,530,65,173,24,130,158,583,214,68,122,143,123,265,154,295,217
2,Mittwoch,19:15,ges,511,68,178,23,158,158,592,216,74,122,150,119,268,151,277,214
2,Mittwoch,19:30,ges,507,69,191,23,130,158,600,217,83,122,160,119,274,153,260,210
2,Mittwoch,19:45,ges,510,71,201,23,158,158,609,218,98,122,163,124,278,151,254,208
2,Mittwoch,20:00,ges,515,79,213,24,130,158,617,217,110,122,170,131,284,157,246,208
2,Mittwoch,20:15,ges,520,84,224,26,120,158,625,219,123,122,177,134,290,158,243,210
2,Mittwoch,20:30,ges,530,93,238,29,158,158,634,221,131,122,184,138,292,165,248,214
2,Mittwoch,20:45,ges,539,99,254,30,38,95,636,173,136,ges,188,140,296,168,249,215
2,Mittwoch,21:00,ges,548,108,265,30,0,0,646,116,141,ges,196,145,300,173,258,218
2,Mittwoch,21:15,ges,549,108,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,21:30,ges,549,108,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,21:45,ges,549,108,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,22:00,ges,549,108,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,22:15,ges,549,ges,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,22:30,ges,549,ges,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,22:45,ges,549,ges,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,23:00,ges,549,ges,264,ges,ges,ges,646,ges,141,ges,196,146,300,173,258,218
2,Mittwoch,23:15,ges,653,ges,351,ges,ges,ges,689,ges,ges,ges,224,182,326,203,468,253
2,Mittwoch,23:30,ges,653,ges,351,ges,ges,ges,689,ges,ges,ges,224,182,326,203,468,253
2,Mittwoch,23:45,ges,653,ges,351,ges,ges,ges,689,ges,ges,ges,224,182,326,203,468,253
2,Donnerstag,00:00,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,00:15,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,00:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,00:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,01:00,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,01:15,ges,ges,ges,356,ges,ges,ges,ges,ges,ges,ges,ges,184,ges,ges,536,270
2,Donnerstag,01:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,01:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,02:00,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,02:15,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,02:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,02:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,03:00,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,03:15,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,03:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,03:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,04:00,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,04:15,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,04:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,04:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,05:00,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,05:15,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,05:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,05:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,ges,491,255
2,Donnerstag,06:00,ges,ges,ges,366,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,208,551,260
2,Donnerstag,06:15,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,206,491,255
2,Donnerstag,06:30,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,206,491,255
2,Donnerstag,06:45,ges,ges,ges,355,ges,ges,ges,ges,ges,ges,ges,ges,182,ges,206,491,255
2,Donnerstag,07:00,ges,653,177,355,44,22,232,688,51,ges,ges,228,182,331,206,491,255
2,Donnerstag,07:15,ges,649,177,268,44,74,232,630,245,ges,ges,227,165,258,195,556,221
2,Donnerstag,07:30,ges,641,174,330,44,96,232,626,244,ges,128,222,164,323,193,550,215
2,Donnerstag,07:45,ges,627,167,325,47,96,232,616,241,ges,127,219,160,319,192,540,212
2,Donnerstag,08:00,ges,614,154,274,46,96,232,602,235,150,127,216,158,309,188,528,204
2,Donnerstag,08:15,ges,600,147,319,47,96,232,588,231,150,126,212,153,306,184,520,199
2,Donnerstag,08:30,ges,589,138,289,47,119,232,573,228,146,125,209,146,300,179,510,190
2,Donnerstag,08:45,ges,574,127,276,46,119,232,552,219,134,125,197,138,291,170,501,184
2,Donnerstag,09:00,ges,556,111,256,45,96,206,526,209,119,124,184,132,275,166,494,176
2,Donnerstag,09:15,ges,541,96,239,45,119,206,504,203,106,123,168,128,261,162,489,174
2,Donnerstag,09:30,ges,528,87,218,44,96,206,486,196,97,122,155,125,250,161,485,170
2,Donnerstag,09:45,ges,510,71,198,43,96,206,471,188,79,121,136,124,239,158,484,172
2,Donnerstag,10:00,ges,497,52,175,42,149,206,447,175,64,130,123,123,227,155,483,173
2,Donnerstag,10:15,ges,484,38,149,40,149,206,426,172,45,128,108,122,223,149,479,172
2,Donnerstag,10:30,ges,471,20,129,39,126,206,414,169,38,126,98,119,218,142,478,172
2,Donnerstag,10:45,ges,452,14,109,36,149,206,391,163,23,124,91,121,209,141,472,170
2,Donnerstag,11:00,ges,443,9,94,34,149,166,379,159,11,123,78,117,201,139,470,170
2,Donnerstag,11:15,ges,431,11,87,34,149,166,370,162,8,123,75,114,201,139,471,170
2,Donnerstag,11:30,ges,423,11,78,33,126,166,362,161,8,121,70,112,200,138,471,169
2,Donnerstag,11:45,ges,413,11,73,34,149,126,359,160,7,119,70,108,197,135,470,169
2,Donnerstag,12:00,ges,407,11,69,35,149,126,357,163,5,120,70,104,199,136,469,168
2,Donnerstag,12:15,ges,412,13,76,34,149,126,359,165,5,119,76,107,201,135,465,167
2,Donnerstag,12:30,ges,414,18,74,34,149,126,367,169,8,120,88,108,201,136,458,165
2,Donnerstag,12:45,ges,415,21,80,35,149,126,375,173,7,120,91,109,207,138,451,166
2,Donnerstag,13:00,ges,417,23,89,36,149,126,379,173,9,121,94,107,213,140,442,167
2,Donnerstag,13:15,ges,422,31,95,35,126,126,385,175,11,120,99,110,218,145,426,166
2,Donnerstag,13:30,ges,428,39,102,36,149,126,391,175,12,121,102,109,219,150,414,165
2,Donnerstag,13:45,ges,435,38,109,36,149,126,393,175,10,121,105,108,223,148,404,162
2,Donnerstag,14:00,ges,441,36,110,36,126,126,393,176,8,120,102,107,225,149,394,163
2,Donnerstag,14:15,ges,447,33,112,36,149,126,394,179,7,121,105,110,227,149,387,161
2,Donnerstag,14:30,ges,453,34,117,37,126,126,403,183,6,121,108,113,233,150,375,158
2,Donnerstag,14:45,ges,454,26,119,37,126,136,405,183,7,119,105,115,232,149,375,156
2,Donnerstag,15:00,ges,454,17,116,37,126,136,407,184,3,120,104,115,235,150,374,155
2,Donnerstag,15:15,ges,462,13,124,37,149,136,413,185,4,120,105,122,236,152,374,157
2,Donnerstag,15:30,ges,468,14,123,36,126,136,422,184,8,121,109,126,237,157,375,165
2,Donnerstag,15:45,ges,472,13,122,36,126,136,428,180,10,123,110,127,237,161,377,168
2,Donnerstag,16:00,ges,469,12,121,37,149,136,432,179,11,124,107,124,239,161,378,177
2,Donnerstag,16:15,ges,475,16,121,37,126,136,439,182,8,124,106,128,243,165,380,184
2,Donnerstag,16:30,ges,481,14,125,37,149,136,453,185,9,125,108,127,246,169,377,191
2,Donnerstag,16:45,ges,483,19,123,36,149,136,461,185,17,127,110,129,249,176,373,197
2,Donnerstag,17:00,ges,492,19,130,37,149,136,471,187,18,129,115,131,251,175,368,198
2,Donnerstag,17:15,ges,514,22,134,36,126,136,492,194,19,104,122,132,260,176,365,204
2,Donnerstag,17:30,ges,526,29,146,37,104,136,511,200,24,104,132,133,268,178,363,206
2,Donnerstag,17:45,ges,534,35,157,37,149,136,529,204,26,105,139,136,272,180,362,209
2,Donnerstag,18:00,ges,538,41,159,37,104,146,538,204,35,106,141,133,272,179,360,211
2,Donnerstag,18:15,ges,548,53,172,37,149,146,551,209,40,107,143,132,280,180,358,216
2,Donnerstag,18:30,ges,559,62,190,37,104,146,568,213,48,108,144,136,287,179,364,217
2,Donnerstag,18:45,ges,565,71,199,38,126,146,582,216,61,109,146,136,290,180,361,218
2,Donnerstag,19:00,ges,565,72,204,37,126,146,581,218,73,109,149,133,292,178,352,220
2,Donnerstag,19:15,ges,558,74,209,36,126,146,585,221,84,110,156,135,295,176,347,219
2,Donnerstag,19:30,ges,559,80,221,35,45,146,593,224,97,110,164,137,299,178,341,218
2,Donnerstag,19:45,ges,557,82,230,37,74,146,597,226,105,111,168,142,301,180,348,224
2,Donnerstag,20:00,ges,558,85,237,36,96,146,604,183,115,111,174,143,304,182,344,225
2,Donnerstag,20:15,ges,563,92,245,37,126,146,613,185,124,113,184,146,307,188,344,228
2,Donnerstag,20:30,ges,568,96,255,37,126,146,621,139,132,113,189,152,311,194,344,230
2,Donnerstag,20:45,ges,574,101,263,38,96,96,627,140,135,ges,193,156,317,194,350,234
2,Donnerstag,21:00,ges,582,107,273,28,74,50,634,92,139,ges,198,157,321,195,354,235
2,Donnerstag,21:15,ges,582,107,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,21:30,ges,582,107,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,21:45,ges,582,107,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,22:00,ges,582,107,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,22:15,ges,582,ges,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,22:30,ges,582,ges,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,22:45,ges,582,ges,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,23:00,ges,582,ges,273,ges,ges,ges,634,ges,139,ges,198,157,321,195,354,235
2,Donnerstag,23:15,ges,659,ges,346,ges,ges,ges,687,ges,ges,ges,233,187,343,219,527,268
2,Donnerstag,23:30,ges,659,ges,346,ges,ges,ges,687,ges,ges,ges,233,187,343,219,527,268
2,Donnerstag,23:45,ges,659,ges,346,ges,ges,ges,687,ges,ges,ges,233,187,343,219,527,268
2,Freitag,00:00,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,00:15,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,00:30,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,00:45,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,01:00,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,01:15,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,01:30,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,01:45,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,02:00,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,02:15,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,02:30,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,02:45,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,03:00,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,03:15,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,03:30,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,03:45,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,04:00,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,04:15,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,04:30,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,04:45,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
2,Freitag,05:00,ges,ges,ges,346,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,534,266
