Monat,Wochentag,Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
1,Sonntag,00:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,00:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,00:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,00:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,01:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,01:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,01:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,01:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,02:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,02:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,02:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,02:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,03:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,03:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,03:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,03:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,04:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,04:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,04:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,04:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,05:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,05:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,05:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,05:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,ges,276,191
1,Sonntag,06:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,187,276,191
1,Sonntag,06:15,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,187,276,191
1,Sonntag,06:30,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,187,276,191
1,Sonntag,06:45,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,ges,187,276,191
1,Sonntag,07:00,ges,ges,ges,291,ges,ges,ges,ges,ges,ges,ges,ges,145,302,187,276,191
1,Sonntag,07:15,ges,ges,ges,354,ges,ges,ges,ges,ges,ges,ges,ges,178,365,214,540,262
1,Sonntag,07:30,ges,ges,ges,354,ges,ges,ges,ges,ges,ges,ges,ges,177,365,214,540,262
1,Sonntag,07:45,ges,ges,ges,354,ges,ges,ges,ges,ges,ges,ges,ges,177,366,214,539,262
1,Sonntag,08:00,ges,ges,ges,354,ges,ges,ges,ges,ges,ges,ges,ges,177,367,213,538,262
1,Sonntag,08:15,ges,ges,ges,353,ges,ges,ges,ges,ges,ges,ges,ges,177,368,213,537,262
1,Sonntag,08:30,ges,ges,ges,353,ges,ges,ges,ges,ges,ges,ges,ges,177,371,214,535,262
1,Sonntag,08:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,176,371,215,533,263
1,Sonntag,09:00,ges,655,ges,352,41,209,252,637,ges,ges,ges,218,175,372,215,530,263
1,Sonntag,09:15,ges,653,ges,352,0,0,0,635,ges,ges,ges,217,175,374,214,526,262
1,Sonntag,09:30,ges,651,ges,350,0,0,0,632,ges,ges,ges,214,175,372,216,523,260
1,Sonntag,09:45,ges,648,ges,348,0,0,0,627,ges,ges,ges,208,175,370,218,517,258
1,Sonntag,10:00,ges,641,ges,344,0,0,0,619,ges,150,ges,202,174,368,218,509,255
1,Sonntag,10:15,ges,637,ges,341,0,0,0,613,ges,150,ges,195,172,370,220,500,253
1,Sonntag,10:30,ges,634,ges,338,0,0,0,606,ges,150,ges,190,174,372,226,483,251
1,Sonntag,10:45,ges,632,ges,337,0,0,0,602,ges,150,ges,190,176,372,230,474,249
1,Sonntag,11:00,ges,631,ges,332,0,0,0,589,ges,150,ges,189,178,350,230,458,248
1,Sonntag,11:15,ges,630,ges,329,0,0,0,587,ges,150,ges,188,181,358,235,443,246
1,Sonntag,11:30,ges,628,ges,326,0,0,0,588,ges,148,ges,193,186,366,238,422,244
1,Sonntag,11:45,ges,626,ges,322,0,0,0,589,ges,147,ges,196,188,370,236,403,242
1,Sonntag,12:00,ges,620,ges,320,0,0,0,588,ges,142,ges,201,186,373,236,384,242
1,Sonntag,12:15,ges,619,ges,317,0,0,0,586,ges,140,ges,204,187,374,236,371,241
1,Sonntag,12:30,ges,616,ges,318,0,0,0,588,ges,138,ges,213,188,378,234,355,240
1,Sonntag,12:45,ges,618,ges,316,0,0,0,590,ges,136,ges,220,191,379,232,341,237
1,Sonntag,13:00,ges,620,ges,314,0,0,0,594,ges,136,ges,220,192,378,228,331,236
1,Sonntag,13:15,ges,622,ges,311,0,0,0,594,ges,134,ges,222,190,374,223,321,233
1,Sonntag,13:30,ges,620,ges,311,0,0,0,598,ges,137,ges,227,188,369,216,319,233
1,Sonntag,13:45,ges,622,ges,312,0,0,0,598,ges,136,ges,228,185,366,212,316,233
1,Sonntag,14:00,ges,620,ges,312,0,0,0,599,ges,137,ges,232,182,367,212,314,234
1,Sonntag,14:15,ges,620,ges,311,0,0,0,600,ges,136,ges,233,186,368,214,312,234
1,Sonntag,14:30,ges,620,ges,311,0,0,0,598,ges,134,ges,236,188,365,218,297,234
1,Sonntag,14:45,ges,612,ges,310,0,0,0,600,ges,134,ges,238,187,363,219,289,234
1,Sonntag,15:00,ges,608,ges,309,0,0,0,602,ges,134,ges,240,186,364,222,295,236
1,Sonntag,15:15,ges,606,ges,307,0,0,0,605,ges,137,ges,240,188,362,224,297,238
1,Sonntag,15:30,ges,608,ges,306,0,0,0,608,ges,135,ges,238,189,361,224,298,239
1,Sonntag,15:45,ges,606,ges,307,0,0,0,606,ges,136,ges,237,186,360,220,304,240
1,Sonntag,16:00,ges,606,ges,306,0,0,0,607,ges,137,ges,237,185,359,220,312,239
1,Sonntag,16:15,ges,605,ges,307,0,0,0,607,ges,136,ges,236,186,356,222,316,240
1,Sonntag,16:30,ges,602,ges,304,0,0,0,612,ges,134,ges,235,187,359,228,324,240
1,Sonntag,16:45,ges,597,ges,308,0,0,0,614,ges,137,ges,236,190,366,233,321,241
1,Sonntag,17:00,ges,602,ges,308,0,0,0,622,ges,138,ges,239,188,368,232,335,243
1,Sonntag,17:15,ges,601,ges,310,0,0,0,628,ges,139,ges,240,186,370,231,354,244
1,Sonntag,17:30,ges,586,ges,308,0,0,0,634,ges,142,ges,240,189,369,229,364,246
1,Sonntag,17:45,ges,558,ges,305,0,0,0,639,ges,143,ges,241,181,367,223,362,247
1,Sonntag,18:00,ges,542,ges,293,0,0,0,642,ges,145,ges,242,182,364,218,365,251
1,Sonntag,18:15,ges,539,ges,285,0,0,0,644,ges,144,ges,242,179,368,215,376,254
1,Sonntag,18:30,ges,534,ges,279,0,0,0,648,ges,142,ges,244,176,372,214,388,255
1,Sonntag,18:45,ges,535,ges,276,0,0,0,650,ges,143,ges,245,176,372,212,416,261
1,Sonntag,19:00,ges,534,ges,274,0,0,0,649,ges,142,ges,246,176,374,214,433,261
1,Sonntag,19:15,ges,536,ges,276,0,0,0,652,ges,145,ges,252,174,376,212,438,261
1,Sonntag,19:30,ges,549,ges,282,0,0,0,654,ges,146,ges,256,174,379,213,447,261
1,Sonntag,19:45,ges,558,ges,290,0,0,0,656,ges,148,ges,256,176,381,215,446,262
1,Sonntag,20:00,ges,563,ges,298,0,0,0,658,ges,149,ges,258,174,383,218,456,263
1,Sonntag,20:15,ges,590,ges,306,0,0,0,659,ges,149,ges,259,178,386,220,462,263
1,Sonntag,20:30,ges,618,ges,316,0,0,0,662,ges,149,ges,262,183,395,229,463,264
1,Sonntag,20:45,ges,629,ges,325,0,0,0,664,ges,150,ges,263,187,408,247,464,265
1,Sonntag,21:00,ges,633,ges,333,0,0,0,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,21:15,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,21:30,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,21:45,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,22:00,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,22:15,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,22:30,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,22:45,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,23:00,ges,633,ges,333,ges,ges,ges,671,ges,150,ges,264,189,411,252,466,265
1,Sonntag,23:15,ges,661,ges,360,ges,ges,ges,679,ges,ges,ges,274,199,421,262,542,268
1,Sonntag,23:30,ges,661,ges,360,ges,ges,ges,679,ges,ges,ges,274,199,421,262,542,268
1,Sonntag,23:45,ges,661,ges,360,ges,ges,ges,679,ges,ges,ges,274,199,421,262,542,268
1,Montag,00:00,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,00:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,00:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,00:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,01:00,ges,ges,ges,349,ges,ges,ges,ges,ges,ges,ges,ges,207,ges,ges,561,260
1,Montag,01:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,01:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,01:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,02:00,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,02:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,02:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,02:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,03:00,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,03:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,03:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,03:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,04:00,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,04:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,04:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,04:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,05:00,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,05:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,05:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,05:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,ges,538,263
1,Montag,06:00,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,247,538,263
1,Montag,06:15,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,247,538,263
1,Montag,06:30,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,247,538,263
1,Montag,06:45,ges,ges,ges,352,ges,ges,ges,ges,ges,ges,ges,ges,196,ges,247,538,263
1,Montag,07:00,ges,648,148,352,41,209,252,543,202,ges,ges,260,196,384,247,538,263
1,Montag,07:15,ges,517,148,344,41,209,252,507,202,ges,ges,217,183,313,240,531,218
1,Montag,07:30,ges,509,147,340,41,279,332,503,180,ges,153,213,183,307,237,525,215
1,Montag,07:45,ges,498,141,333,41,209,332,497,179,ges,155,210,178,302,235,519,210
1,Montag,08:00,ges,488,133,327,41,209,332,484,177,90,154,205,174,294,229,511,208
1,Montag,08:15,ges,479,127,318,41,70,332,475,176,90,152,202,166,289,224,503,202
1,Montag,08:30,ges,468,120,313,41,140,332,465,174,89,150,236,161,281,218,491,197
1,Montag,08:45,ges,592,114,303,40,209,332,592,171,84,148,230,161,323,213,485,191
1,Montag,09:00,ges,580,106,289,40,140,332,575,165,80,146,221,156,313,207,479,189
1,Montag,09:15,ges,569,98,279,39,140,332,559,160,75,141,211,153,304,203,474,186
1,Montag,09:30,ges,560,88,269,39,209,332,548,156,68,134,203,150,295,200,471,186
1,Montag,09:45,ges,549,75,253,39,210,332,533,152,60,125,193,146,287,196,471,186
1,Montag,10:00,ges,538,58,231,38,209,332,517,147,50,116,177,145,279,192,468,188
1,Montag,10:15,ges,532,52,222,38,139,312,499,143,45,113,167,142,275,189,468,186
1,Montag,10:30,ges,523,50,207,37,209,312,493,139,35,105,160,139,272,187,466,187
1,Montag,10:45,ges,515,40,196,37,139,246,484,136,29,98,155,138,268,186,464,187
1,Montag,11:00,ges,507,36,183,37,209,246,476,134,24,93,149,136,268,184,462,186
1,Montag,11:15,ges,502,34,179,37,209,222,468,133,21,87,146,136,268,185,460,186
1,Montag,11:30,ges,501,33,169,37,209,222,465,131,19,83,144,136,268,186,460,184
1,Montag,11:45,ges,498,31,159,37,209,204,465,132,20,80,145,135,267,185,459,184
1,Montag,12:00,ges,493,32,162,36,279,204,466,131,20,80,149,136,271,186,459,184
1,Montag,12:15,ges,496,34,165,36,279,204,468,134,22,80,152,135,279,186,459,182
1,Montag,12:30,ges,499,42,168,35,279,204,468,134,21,84,161,138,282,187,460,183
1,Montag,12:45,ges,500,52,171,35,279,204,471,133,20,84,167,139,291,191,465,184
1,Montag,13:00,ges,503,58,176,34,279,204,476,133,23,89,176,137,297,194,468,185
1,Montag,13:15,ges,507,62,180,34,279,204,483,134,24,90,180,139,299,200,471,185
1,Montag,13:30,ges,511,63,186,33,279,204,489,135,22,91,180,139,304,203,475,186
1,Montag,13:45,ges,507,61,189,33,279,204,492,133,26,89,178,138,309,208,476,188
1,Montag,14:00,ges,506,59,192,35,279,204,491,133,22,94,173,138,309,208,474,188
1,Montag,14:15,ges,507,60,192,33,279,204,500,134,22,95,171,140,311,207,470,186
1,Montag,14:30,ges,509,60,192,34,209,204,499,135,29,95,173,141,312,207,459,186
1,Montag,14:45,ges,510,58,194,38,279,204,500,137,26,99,177,144,311,206,452,186
1,Montag,15:00,ges,509,52,194,37,279,204,506,140,22,99,175,146,306,208,451,188
1,Montag,15:15,ges,508,52,196,39,279,204,507,141,22,99,173,151,309,211,449,192
1,Montag,15:30,ges,501,51,202,39,209,204,511,142,23,101,171,152,308,213,450,196
1,Montag,15:45,ges,492,50,200,39,279,204,518,141,23,105,171,151,307,215,451,203
1,Montag,16:00,ges,493,51,200,39,209,204,526,139,23,107,173,149,307,215,454,211
1,Montag,16:15,ges,499,54,204,40,279,204,535,140,22,107,176,150,310,215,456,217
1,Montag,16:30,ges,504,54,206,40,279,204,549,138,28,108,180,152,312,215,454,224
1,Montag,16:45,ges,507,54,216,40,209,204,560,138,30,109,182,152,313,216,450,230
1,Montag,17:00,ges,514,57,223,40,209,204,566,142,28,108,184,149,316,216,452,234
1,Montag,17:15,ges,529,62,237,41,69,204,573,147,31,111,187,152,326,216,456,240
1,Montag,17:30,ges,540,70,239,40,139,204,585,150,38,113,192,152,336,219,468,244
1,Montag,17:45,ges,544,78,250,42,139,204,592,151,43,120,196,151,347,219,481,247
1,Montag,18:00,ges,551,81,256,42,279,204,596,152,50,124,202,152,351,217,482,249
1,Montag,18:15,ges,559,88,262,42,209,204,602,153,59,129,205,152,359,217,483,248
1,Montag,18:30,ges,567,92,267,42,209,204,609,154,60,135,208,155,359,215,483,246
1,Montag,18:45,ges,575,96,271,43,139,204,615,153,65,138,211,155,361,215,477,243
1,Montag,19:00,ges,579,98,276,42,209,204,619,153,70,142,216,153,277,212,474,243
1,Montag,19:15,ges,572,102,282,42,139,204,476,156,72,147,216,154,277,211,473,243
1,Montag,19:30,ges,578,108,288,41,140,204,482,157,77,150,222,152,279,209,471,243
1,Montag,19:45,ges,581,109,294,41,139,204,486,159,82,153,227,151,280,209,463,243
1,Montag,20:00,ges,583,114,304,40,139,204,493,158,91,155,232,153,273,210,458,243
1,Montag,20:15,ges,590,118,309,40,209,204,503,115,101,158,236,155,276,212,460,244
1,Montag,20:30,ges,593,120,312,40,139,204,508,115,105,158,239,155,276,213,456,245
1,Montag,20:45,ges,599,122,316,41,69,204,512,70,107,ges,241,156,278,213,457,245
1,Montag,21:00,ges,603,124,319,31,162,96,518,45,110,ges,244,157,281,213,456,244
1,Montag,21:15,ges,603,124,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,21:30,ges,603,124,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,21:45,ges,603,124,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,22:00,ges,603,124,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,22:15,ges,603,ges,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,22:30,ges,603,ges,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,22:45,ges,603,ges,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,23:00,ges,603,ges,319,ges,ges,ges,518,ges,110,ges,244,157,281,213,456,244
1,Montag,23:15,ges,656,ges,362,ges,ges,ges,548,ges,ges,ges,258,178,290,231,542,264
1,Montag,23:30,ges,656,ges,362,ges,ges,ges,548,ges,ges,ges,258,178,290,231,542,264
1,Montag,23:45,ges,656,ges,362,ges,ges,ges,548,ges,ges,ges,258,178,290,231,542,264
1,Dienstag,00:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,00:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,00:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,00:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,01:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,01:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,01:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,01:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,02:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,02:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,02:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,02:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,03:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,03:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,03:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,03:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,04:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,04:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,04:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,04:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,05:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,05:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,05:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,05:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,ges,542,264
1,Dienstag,06:00,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,231,542,264
1,Dienstag,06:15,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,231,542,264
1,Dienstag,06:30,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,231,542,264
1,Dienstag,06:45,ges,ges,ges,362,ges,ges,ges,ges,ges,ges,ges,ges,178,ges,231,542,264
1,Dienstag,07:00,ges,656,184,362,57,22,410,548,50,ges,ges,258,178,290,231,542,264
1,Dienstag,07:15,ges,643,184,342,57,92,410,636,227,ges,ges,253,153,352,218,530,214
1,Dienstag,07:30,ges,636,182,338,57,210,410,632,227,ges,154,251,152,349,215,525,207
1,Dienstag,07:45,ges,625,177,331,57,232,410,622,227,ges,153,250,150,337,217,516,202
1,Dienstag,08:00,ges,611,167,323,57,232,410,613,224,120,149,245,147,328,214,508,197
1,Dienstag,08:15,ges,601,165,311,56,210,410,603,221,120,149,241,142,321,212,498,194
1,Dienstag,08:30,ges,587,156,301,56,162,410,592,218,118,147,238,135,314,208,490,184
1,Dienstag,08:45,ges,576,146,288,56,162,410,577,214,110,145,230,133,303,199,480,178
1,Dienstag,09:00,ges,560,133,272,55,92,410,561,210,99,141,220,124,287,192,473,172
1,Dienstag,09:15,ges,545,122,258,54,232,390,544,205,89,138,207,120,277,188,465,170
1,Dienstag,09:30,ges,528,112,248,53,162,390,534,199,80,132,198,116,267,183,460,168
1,Dienstag,09:45,ges,508,101,225,52,162,390,516,195,64,125,184,110,257,178,459,166
1,Dienstag,10:00,ges,490,87,193,50,162,320,487,185,45,110,166,104,243,172,457,167
1,Dienstag,10:15,ges,475,71,163,47,232,312,471,180,31,97,151,100,234,169,454,169
1,Dienstag,10:30,ges,469,62,144,45,302,292,461,177,23,86,137,98,227,168,452,167
1,Dienstag,10:45,ges,460,49,126,46,232,292,449,173,16,76,125,98,216,162,450,168
1,Dienstag,11:00,ges,454,35,116,43,232,252,434,165,12,65,118,97,206,160,450,166
1,Dienstag,11:15,ges,447,23,105,44,232,252,421,168,13,61,110,101,208,159,447,165
1,Dienstag,11:30,ges,441,22,101,44,302,252,412,166,9,53,104,100,207,158,445,166
1,Dienstag,11:45,ges,438,19,94,45,232,220,406,161,9,49,103,98,205,156,445,165
1,Dienstag,12:00,ges,427,20,89,45,302,212,406,162,8,48,99,96,203,155,444,166
1,Dienstag,12:15,ges,425,23,89,45,232,212,410,163,10,48,100,97,203,154,443,166
1,Dienstag,12:30,ges,426,27,87,46,232,212,416,166,13,49,102,100,204,157,442,166
1,Dienstag,12:45,ges,430,35,88,46,232,212,421,165,16,48,105,98,210,160,446,168
1,Dienstag,13:00,ges,432,36,89,45,302,212,431,163,14,47,103,101,215,161,450,167
1,Dienstag,13:15,ges,435,44,93,46,232,202,437,165,14,54,104,104,223,164,452,169
1,Dienstag,13:30,ges,441,49,92,48,232,210,445,163,9,54,109,104,230,166,453,171
1,Dienstag,13:45,ges,443,44,99,48,162,210,450,164,9,60,111,105,223,170,452,171
1,Dienstag,14:00,ges,448,43,97,47,302,202,449,163,12,60,114,104,223,171,451,172
1,Dienstag,14:15,ges,453,38,103,46,232,240,455,161,12,61,113,106,220,171,449,171
1,Dienstag,14:30,ges,456,39,108,47,302,240,462,158,14,62,114,107,222,174,440,170
1,Dienstag,14:45,ges,460,34,113,43,140,235,468,158,16,62,113,106,219,176,429,169
1,Dienstag,15:00,ges,458,28,116,43,162,235,467,156,17,65,110,110,219,177,423,170
1,Dienstag,15:15,ges,462,24,116,45,210,235,465,159,16,66,113,114,225,181,422,173
1,Dienstag,15:30,ges,463,23,116,46,302,235,422,159,15,71,116,120,230,183,425,179
1,Dienstag,15:45,ges,465,21,111,47,92,235,428,159,16,72,114,123,232,184,427,189
1,Dienstag,16:00,ges,468,20,107,48,162,235,430,158,14,74,115,124,231,187,430,196
1,Dienstag,16:15,ges,474,25,107,49,162,235,439,159,11,78,120,126,237,189,431,206
1,Dienstag,16:30,ges,484,32,113,49,232,235,448,163,10,86,122,128,245,190,429,214
1,Dienstag,16:45,ges,492,34,114,48,162,235,458,164,12,88,122,124,245,194,425,222
1,Dienstag,17:00,ges,500,33,119,50,162,235,470,168,18,90,127,123,250,196,425,229
1,Dienstag,17:15,ges,518,39,132,51,92,235,490,176,21,94,134,122,259,197,431,234
1,Dienstag,17:30,ges,533,48,144,51,232,235,509,181,27,103,140,128,269,198,438,240
1,Dienstag,17:45,ges,542,59,153,51,210,235,525,187,34,108,144,128,274,203,454,249
1,Dienstag,18:00,ges,545,71,158,51,210,235,541,192,41,114,146,122,277,200,458,253
1,Dienstag,18:15,ges,550,77,173,52,92,235,557,193,48,121,153,120,286,202,458,254
1,Dienstag,18:30,ges,555,86,185,51,162,235,575,197,54,128,159,120,292,201,458,254
1,Dienstag,18:45,ges,556,92,196,51,232,235,586,200,63,134,160,121,297,200,461,256
