"PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","Wochentag","PH Coesfelder Kreuz_Diff","PH Theater_Diff","PP Hörsterplatz_Diff","PH Alter Steinweg_Diff","Busparkplatz_Diff","PP Schlossplatz Nord_Diff","PP Schlossplatz Süd_Diff","PH Aegidii_Diff","PP Georgskommende_Diff","PH Münster Arkaden_Diff","PH Karstadt_Diff","PH Stubengasse_Diff","PH Bremer Platz_Diff","PH Engelenschanze_Diff","PH Bahnhofstraße_Diff","PH Cineplex_Diff","PH Stadthaus 3_Diff","Uhrzeit"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:00:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:15:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:30:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:45:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:00:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:15:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:30:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:45:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:00:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:15:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:30:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:45:00"
0,647,0,356,0,0,0,670,0,150,0,249,154,357,187,556,284,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07:00:00"
0,642,180,346,59,144,150,670,251,0,0,247,140,356,183,552,225,"Thursday",0,-5,180,-10,59,144,150,0,251,-150,0,-2,-14,-1,-4,-4,-59,"07:15:00"
0,631,177,337,58,144,150,662,248,0,0,248,136,352,177,543,223,"Thursday",0,-11,-3,-9,-1,0,0,-8,-3,0,0,1,-4,-4,-6,-9,-2,"07:30:00"
0,623,174,328,57,144,150,648,247,0,0,247,133,337,181,538,219,"Thursday",0,-8,-3,-9,-1,0,0,-14,-1,0,0,-1,-3,-15,4,-5,-4,"07:45:00"
0,598,167,317,56,144,150,637,244,150,0,249,133,320,175,524,212,"Thursday",0,-25,-7,-11,-1,0,0,-11,-3,150,0,2,0,-17,-6,-14,-7,"08:00:00"
0,585,157,307,55,144,150,619,238,148,0,242,126,307,171,506,203,"Thursday",0,-13,-10,-10,-1,0,0,-18,-6,-2,0,-7,-7,-13,-4,-18,-9,"08:15:00"
0,575,138,291,56,144,150,599,233,144,0,233,128,305,164,496,198,"Thursday",0,-10,-19,-16,1,0,0,-20,-5,-4,0,-9,2,-2,-7,-10,-5,"08:30:00"
0,563,133,277,54,144,150,578,227,133,0,223,118,304,157,495,198,"Thursday",0,-12,-5,-14,-2,0,0,-21,-6,-11,0,-10,-10,-1,-7,-1,0,"08:45:00"
0,533,120,263,54,144,150,547,219,113,0,208,117,294,160,485,193,"Thursday",0,-30,-13,-14,0,0,0,-31,-8,-20,0,-15,-1,-10,3,-10,-5,"09:00:00"
0,514,107,255,55,144,150,525,214,104,0,202,115,274,161,484,189,"Thursday",0,-19,-13,-8,1,0,0,-22,-5,-9,0,-6,-2,-20,1,-1,-4,"09:15:00"
0,498,97,237,55,144,150,499,201,89,0,190,108,253,156,482,193,"Thursday",0,-16,-10,-18,0,0,0,-26,-13,-15,0,-12,-7,-21,-5,-2,4,"09:30:00"
0,480,92,209,54,144,150,470,193,77,0,173,99,241,150,476,185,"Thursday",0,-18,-5,-28,-1,0,0,-29,-8,-12,0,-17,-9,-12,-6,-6,-8,"09:45:00"
0,455,71,170,50,144,150,434,182,55,0,169,95,227,146,471,184,"Thursday",0,-25,-21,-39,-4,0,0,-36,-11,-22,0,-4,-4,-14,-4,-5,-1,"10:00:00"
0,444,62,156,47,144,150,410,171,31,0,150,100,225,147,471,183,"Thursday",0,-11,-9,-14,-3,0,0,-24,-11,-24,0,-19,5,-2,1,0,-1,"10:15:00"
0,432,52,142,46,144,150,390,170,12,0,128,98,233,144,472,183,"Thursday",0,-12,-10,-14,-1,0,0,-20,-1,-19,0,-22,-2,8,-3,1,0,"10:30:00"
0,414,42,111,48,144,150,387,174,0,0,113,97,224,137,473,178,"Thursday",0,-18,-10,-31,2,0,0,-3,4,-12,0,-15,-1,-9,-7,1,-5,"10:45:00"
0,401,30,108,48,144,150,375,170,0,0,107,93,212,137,473,178,"Thursday",0,-13,-12,-3,0,0,0,-12,-4,0,0,-6,-4,-12,0,0,0,"11:00:00"
0,400,0,92,46,144,150,369,171,0,0,101,94,186,136,474,177,"Thursday",0,-1,-30,-16,-2,0,0,-6,1,0,0,-6,1,-26,-1,1,-1,"11:15:00"
0,383,0,82,45,144,150,358,168,0,0,96,98,184,135,476,180,"Thursday",0,-17,0,-10,-1,0,0,-11,-3,0,0,-5,4,-2,-1,2,3,"11:30:00"
0,377,0,79,45,144,150,349,163,0,0,93,93,181,125,475,181,"Thursday",0,-6,0,-3,0,0,0,-9,-5,0,0,-3,-5,-3,-10,-1,1,"11:45:00"
0,371,0,75,48,144,150,344,168,1,0,100,89,194,127,474,185,"Thursday",0,-6,0,-4,3,0,0,-5,5,1,0,7,-4,13,2,-1,4,"12:00:00"
0,377,1,81,50,144,150,345,166,0,0,103,93,203,130,476,191,"Thursday",0,6,1,6,2,0,0,1,-2,-1,0,3,4,9,3,2,6,"12:15:00"
0,380,0,79,55,144,150,342,171,3,0,113,88,208,129,477,193,"Thursday",0,3,-1,-2,5,0,0,-3,5,3,0,10,-5,5,-1,1,2,"12:30:00"
0,389,0,79,53,144,150,362,172,0,0,110,101,206,130,476,194,"Thursday",0,9,0,0,-2,0,0,20,1,-3,0,-3,13,-2,1,-1,1,"12:45:00"
0,391,16,75,52,144,150,363,172,0,0,120,98,214,134,475,195,"Thursday",0,2,16,-4,-1,0,0,1,0,0,0,10,-3,8,4,-1,1,"13:00:00"
0,402,26,83,52,144,150,366,172,5,0,125,100,222,131,482,197,"Thursday",0,11,10,8,0,0,0,3,0,5,0,5,2,8,-3,7,2,"13:15:00"
0,409,28,75,52,144,150,375,174,6,0,128,105,226,141,484,198,"Thursday",0,7,2,-8,0,0,0,9,2,1,0,3,5,4,10,2,1,"13:30:00"
0,418,38,77,48,144,150,380,177,4,0,125,102,222,140,485,198,"Thursday",0,9,10,2,-4,0,0,5,3,-2,0,-3,-3,-4,-1,1,0,"13:45:00"
0,418,47,78,47,144,150,379,182,2,0,120,100,230,144,482,194,"Thursday",0,0,9,1,-1,0,0,-1,5,-2,0,-5,-2,8,4,-3,-4,"14:00:00"
0,421,49,78,48,144,150,384,192,0,0,129,93,235,142,484,192,"Thursday",0,3,2,0,1,0,0,5,10,-2,0,9,-7,5,-2,2,-2,"14:15:00"
0,426,44,90,49,144,150,382,188,0,0,124,96,231,131,481,192,"Thursday",0,5,-5,12,1,0,0,-2,-4,0,0,-5,3,-4,-11,-3,0,"14:30:00"
0,421,33,87,49,144,150,387,188,0,0,122,98,230,132,476,183,"Thursday",0,-5,-11,-3,0,0,0,5,0,0,0,-2,2,-1,1,-5,-9,"14:45:00"
0,419,30,80,51,144,150,387,182,3,0,124,94,224,133,477,165,"Thursday",0,-2,-3,-7,2,0,0,0,-6,3,0,2,-4,-6,1,1,-18,"15:00:00"
0,426,24,82,38,144,150,388,174,0,0,126,94,227,131,474,155,"Thursday",0,7,-6,2,-13,0,0,1,-8,-3,0,2,0,3,-2,-3,-10,"15:15:00"
0,430,20,76,39,144,150,401,174,2,0,124,97,226,148,457,144,"Thursday",0,4,-4,-6,1,0,0,13,0,2,0,-2,3,-1,17,-17,-11,"15:30:00"
0,435,23,83,39,144,150,392,167,3,0,127,97,219,138,436,154,"Thursday",0,5,3,7,0,0,0,-9,-7,1,0,3,0,-7,-10,-21,10,"15:45:00"
0,433,12,84,41,144,150,388,166,9,0,126,94,215,135,433,165,"Thursday",0,-2,-11,1,2,0,0,-4,-1,6,0,-1,-3,-4,-3,-3,11,"16:00:00"
0,441,0,101,40,144,150,395,169,8,0,131,97,212,132,440,170,"Thursday",0,8,-12,17,-1,0,0,7,3,-1,0,5,3,-3,-3,7,5,"16:15:00"
0,442,4,110,40,144,150,398,163,0,0,125,101,211,124,446,173,"Thursday",0,1,4,9,0,0,0,3,-6,-8,0,-6,4,-1,-8,6,3,"16:30:00"
0,448,10,108,40,144,150,397,168,1,0,121,103,226,124,447,181,"Thursday",0,6,6,-2,0,0,0,-1,5,1,0,-4,2,15,0,1,8,"16:45:00"
0,449,8,101,41,144,150,400,181,8,0,120,106,231,124,439,189,"Thursday",0,1,-2,-7,1,0,0,3,13,7,0,-1,3,5,0,-8,8,"17:00:00"
0,470,26,90,42,144,150,400,187,17,0,113,102,239,131,439,191,"Thursday",0,21,18,-11,1,0,0,0,6,9,0,-7,-4,8,7,0,2,"17:15:00"
0,473,32,86,44,144,150,392,191,18,0,117,104,256,134,440,198,"Thursday",0,3,6,-4,2,0,0,-8,4,1,0,4,2,17,3,1,7,"17:30:00"
0,489,38,98,45,144,150,407,193,24,0,115,106,278,146,437,201,"Thursday",0,16,6,12,1,0,0,15,2,6,0,-2,2,22,12,-3,3,"17:45:00"
0,504,44,111,50,144,150,414,201,25,0,124,103,292,145,427,203,"Thursday",0,15,6,13,5,0,0,7,8,1,0,9,-3,14,-1,-10,2,"18:00:00"
0,515,43,115,51,144,150,442,202,31,0,132,107,313,143,424,199,"Thursday",0,11,-1,4,1,0,0,28,1,6,0,8,4,21,-2,-3,-4,"18:15:00"
0,541,38,127,53,144,150,457,206,45,0,132,103,320,142,427,206,"Thursday",0,26,-5,12,2,0,0,15,4,14,0,0,-4,7,-1,3,7,"18:30:00"
0,559,35,141,50,144,150,461,205,53,0,134,103,328,139,452,213,"Thursday",0,18,-3,14,-3,0,0,4,-1,8,0,2,0,8,-3,25,7,"18:45:00"
0,562,33,149,50,144,150,472,212,66,0,140,100,324,135,442,224,"Thursday",0,3,-2,8,0,0,0,11,7,13,0,6,-3,-4,-4,-10,11,"19:00:00"
0,566,35,155,52,144,150,475,216,74,0,151,98,323,138,444,224,"Thursday",0,4,2,6,2,0,0,3,4,8,0,11,-2,-1,3,2,0,"19:15:00"
0,565,38,180,53,144,150,493,223,80,0,151,105,326,136,420,225,"Thursday",0,-1,3,25,1,0,0,18,7,6,0,0,7,3,-2,-24,1,"19:30:00"
0,568,39,199,51,144,150,496,225,87,0,160,103,331,142,410,232,"Thursday",0,3,1,19,-2,0,0,3,2,7,0,9,-2,5,6,-10,7,"19:45:00"
0,574,48,210,54,144,150,509,228,98,0,177,117,334,147,414,235,"Thursday",0,6,9,11,3,0,0,13,3,11,0,17,14,3,5,4,3,"20:00:00"
0,582,56,229,52,144,150,535,0,118,0,191,120,335,147,417,246,"Thursday",0,8,8,19,-2,0,0,26,-228,20,0,14,3,1,0,3,11,"20:15:00"
0,593,64,243,52,144,150,543,0,126,0,193,127,341,150,409,252,"Thursday",0,11,8,14,0,0,0,8,0,8,0,2,7,6,3,-8,6,"20:30:00"
0,597,68,256,51,144,150,559,0,129,0,199,133,349,152,406,254,"Thursday",0,4,4,13,-1,0,0,16,0,3,0,6,6,8,2,-3,2,"20:45:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,13,13,7,1,0,-150,17,0,6,0,7,4,11,5,1,1,"21:00:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21:15:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21:30:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21:45:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22:00:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22:15:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22:30:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22:45:00"
0,610,81,263,52,144,0,576,0,135,0,206,137,360,157,407,255,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Thursday",0,48,-81,75,-52,-144,0,96,0,-135,0,34,32,30,37,121,27,"23:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"01:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"02:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"04:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"05:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:00:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:15:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:30:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06:45:00"
0,658,0,338,0,0,0,672,0,0,0,240,169,390,194,528,282,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07:00:00"
0,649,178,338,54,144,387,677,251,0,0,216,142,345,188,560,240,"Friday",0,-9,178,0,54,144,387,5,251,0,0,-24,-27,-45,-6,32,-42,"07:15:00"
0,633,177,324,53,144,387,675,248,0,0,216,141,337,190,555,234,"Friday",0,-16,-1,-14,-1,0,0,-2,-3,0,0,0,-1,-8,2,-5,-6,"07:30:00"
0,615,168,320,53,144,387,667,246,150,0,214,139,331,194,550,228,"Friday",0,-18,-9,-4,0,0,0,-8,-2,150,0,-2,-2,-6,4,-5,-6,"07:45:00"
0,602,156,309,52,144,387,666,243,147,0,210,139,319,188,540,227,"Friday",0,-13,-12,-11,-1,0,0,-1,-3,-3,0,-4,0,-12,-6,-10,-1,"08:00:00"
0,596,150,306,52,144,387,657,241,144,0,208,134,306,189,536,224,"Friday",0,-6,-6,-3,0,0,0,-9,-2,-3,0,-2,-5,-13,1,-4,-3,"08:15:00"
0,570,151,298,49,144,387,648,236,139,0,209,130,292,183,527,223,"Friday",0,-26,1,-8,-3,0,0,-9,-5,-5,0,1,-4,-14,-6,-9,-1,"08:30:00"
0,560,138,281,48,144,387,638,230,138,0,204,131,285,177,519,219,"Friday",0,-10,-13,-17,-1,0,0,-10,-6,-1,0,-5,1,-7,-6,-8,-4,"08:45:00"
0,536,119,256,45,144,387,632,228,129,0,189,135,270,175,520,216,"Friday",0,-24,-19,-25,-3,0,0,-6,-2,-9,0,-15,4,-15,-2,1,-3,"09:00:00"
0,525,100,243,44,144,387,619,222,116,0,187,133,263,177,514,215,"Friday",0,-11,-19,-13,-1,0,0,-13,-6,-13,0,-2,-2,-7,2,-6,-1,"09:15:00"
0,522,82,225,44,0,241,617,219,103,0,158,141,249,169,515,213,"Friday",0,-3,-18,-18,0,-144,-146,-2,-3,-13,0,-29,8,-14,-8,1,-2,"09:30:00"
0,512,68,198,42,144,241,599,218,90,0,151,136,239,165,512,213,"Friday",0,-10,-14,-27,-2,144,0,-18,-1,-13,0,-7,-5,-10,-4,-3,0,"09:45:00"
0,490,51,177,42,144,241,571,203,62,0,139,128,220,163,505,208,"Friday",0,-22,-17,-21,0,0,0,-28,-15,-28,0,-12,-8,-19,-2,-7,-5,"10:00:00"
0,483,45,172,42,144,241,570,196,36,0,123,122,214,158,499,215,"Friday",0,-7,-6,-5,0,0,0,-1,-7,-26,0,-16,-6,-6,-5,-6,7,"10:15:00"
0,460,35,153,40,144,241,562,185,9,0,109,117,199,158,500,215,"Friday",0,-23,-10,-19,-2,0,0,-8,-11,-27,0,-14,-5,-15,0,1,0,"10:30:00"
0,439,0,139,38,144,241,298,177,0,0,94,121,197,152,497,211,"Friday",0,-21,-35,-14,-2,0,0,-264,-8,-9,0,-15,4,-2,-6,-3,-4,"10:45:00"
0,437,0,119,36,144,241,290,175,0,0,88,127,199,147,497,208,"Friday",0,-2,0,-20,-2,0,0,-8,-2,0,0,-6,6,2,-5,0,-3,"11:00:00"
0,437,0,101,36,144,241,292,176,0,0,73,125,194,148,496,203,"Friday",0,0,0,-18,0,0,0,2,1,0,0,-15,-2,-5,1,-1,-5,"11:15:00"
0,427,0,97,31,144,241,297,177,0,0,66,126,185,144,500,201,"Friday",0,-10,0,-4,-5,0,0,5,1,0,0,-7,1,-9,-4,4,-2,"11:30:00"
0,417,0,97,26,144,241,317,179,0,0,63,121,176,143,497,201,"Friday",0,-10,0,0,-5,0,0,20,2,0,0,-3,-5,-9,-1,-3,0,"11:45:00"
0,409,0,86,15,144,241,315,190,0,0,51,118,167,150,496,203,"Friday",0,-8,0,-11,-11,0,0,-2,11,0,0,-12,-3,-9,7,-1,2,"12:00:00"
0,410,0,88,7,144,241,328,189,0,0,51,113,162,155,494,209,"Friday",0,1,0,2,-8,0,0,13,-1,0,0,0,-5,-5,5,-2,6,"12:15:00"
0,405,17,93,9,144,241,359,190,0,0,55,114,163,157,496,214,"Friday",0,-5,17,5,2,0,0,31,1,0,0,4,1,1,2,2,5,"12:30:00"
0,406,33,98,25,144,241,382,188,0,0,68,105,169,152,500,215,"Friday",0,1,16,5,16,0,0,23,-2,0,0,13,-9,6,-5,4,1,"12:45:00"
0,399,42,105,27,144,241,399,185,0,0,74,104,184,153,506,211,"Friday",0,-7,9,7,2,0,0,17,-3,0,0,6,-1,15,1,6,-4,"13:00:00"
0,401,57,104,26,144,241,426,188,0,0,83,109,203,163,508,221,"Friday",0,2,15,-1,-1,0,0,27,3,0,0,9,5,19,10,2,10,"13:15:00"
0,417,59,103,31,144,241,439,192,0,0,99,99,218,154,514,231,"Friday",0,16,2,-1,5,0,0,13,4,0,0,16,-10,15,-9,6,10,"13:30:00"
0,432,54,123,27,144,241,473,185,0,0,90,93,214,162,519,241,"Friday",0,15,-5,20,-4,0,0,34,-7,0,0,-9,-6,-4,8,5,10,"13:45:00"
0,438,50,113,27,144,241,487,189,2,0,85,87,223,160,525,243,"Friday",0,6,-4,-10,0,0,0,14,4,2,0,-5,-6,9,-2,6,2,"14:00:00"
0,447,38,106,28,144,241,499,192,3,0,83,103,219,160,529,244,"Friday",0,9,-12,-7,1,0,0,12,3,1,0,-2,16,-4,0,4,1,"14:15:00"
0,453,37,113,28,144,241,523,191,6,0,79,119,219,162,526,251,"Friday",0,6,-1,7,0,0,0,24,-1,3,0,-4,16,0,2,-3,7,"14:30:00"
0,448,43,112,27,144,241,548,195,3,0,78,116,219,166,521,251,"Friday",0,-5,6,-1,-1,0,0,25,4,-3,0,-1,-3,0,4,-5,0,"14:45:00"
0,448,30,113,26,144,241,558,193,0,0,79,107,218,163,519,256,"Friday",0,0,-13,1,-1,0,0,10,-2,-3,0,1,-9,-1,-3,-2,5,"15:00:00"
0,456,16,118,31,144,241,566,186,2,0,85,103,218,159,517,259,"Friday",0,8,-14,5,5,0,0,8,-7,2,0,6,-4,0,-4,-2,3,"15:15:00"
0,477,16,105,33,144,241,578,181,0,0,85,104,214,165,515,259,"Friday",0,21,0,-13,2,0,0,12,-5,-2,0,0,1,-4,6,-2,0,"15:30:00"
0,478,18,95,37,144,241,368,179,0,0,77,108,214,163,513,260,"Friday",0,1,2,-10,4,0,0,-210,-2,0,0,-8,4,0,-2,-2,1,"15:45:00"
0,480,14,92,35,144,241,380,175,2,0,72,114,216,163,512,260,"Friday",0,2,-4,-3,-2,0,0,12,-4,2,0,-5,6,2,0,-1,0,"16:00:00"
0,487,6,90,37,144,241,390,177,8,0,72,111,213,157,514,258,"Friday",0,7,-8,-2,2,0,0,10,2,6,0,0,-3,-3,-6,2,-2,"16:15:00"
0,483,15,91,36,144,241,399,174,6,0,77,109,219,160,514,253,"Friday",0,-4,9,1,-1,0,0,9,-3,-2,0,5,-2,6,3,0,-5,"16:30:00"
0,492,3,101,37,144,241,415,172,0,0,82,116,207,147,515,253,"Friday",0,9,-12,10,1,0,0,16,-2,-6,0,5,7,-12,-13,1,0,"16:45:00"
0,494,6,101,36,144,241,366,170,0,0,73,121,208,148,512,255,"Friday",0,2,3,0,-1,0,0,-49,-2,0,0,-9,5,1,1,-3,2,"17:00:00"
0,499,15,98,37,144,241,383,167,0,0,81,126,210,149,495,252,"Friday",0,5,9,-3,1,0,0,17,-3,0,0,8,5,2,1,-17,-3,"17:15:00"
0,497,33,108,36,144,241,399,168,9,0,94,127,207,144,453,247,"Friday",0,-2,18,10,-1,0,0,16,1,9,0,13,1,-3,-5,-42,-5,"17:30:00"
0,502,44,102,34,144,241,430,172,4,0,93,130,211,136,432,235,"Friday",0,5,11,-6,-2,0,0,31,4,-5,0,-1,3,4,-8,-21,-12,"17:45:00"
0,512,40,114,36,144,241,404,176,0,0,92,126,203,133,414,230,"Friday",0,10,-4,12,2,0,0,-26,4,-4,0,-1,-4,-8,-3,-18,-5,"18:00:00"
0,521,46,132,35,144,241,431,178,9,0,82,117,214,134,395,225,"Friday",0,9,6,18,-1,0,0,27,2,9,0,-10,-9,11,1,-19,-5,"18:15:00"
0,535,59,133,33,144,241,450,181,12,0,88,111,206,133,374,223,"Friday",0,14,13,1,-2,0,0,19,3,3,0,6,-6,-8,-1,-21,-2,"18:30:00"
0,554,64,150,33,144,241,477,194,24,0,95,115,213,138,349,213,"Friday",0,19,5,17,0,0,0,27,13,12,0,7,4,7,5,-25,-10,"18:45:00"
0,559,68,163,32,144,241,502,195,32,0,85,111,218,138,322,200,"Friday",0,5,4,13,-1,0,0,25,1,8,0,-10,-4,5,0,-27,-13,"19:00:00"
0,563,63,168,32,144,241,523,201,41,0,87,106,223,142,276,189,"Friday",0,4,-5,5,0,0,0,21,6,9,0,2,-5,5,4,-46,-11,"19:15:00"
